amount,vendor,account,posting_date,user_id,description,label
874.97,Vendor_12,IT,2023-03-17,1007,Regular business transaction,0
983.12,Vendor_3,Marketing,2023-04-06,1075,Regular business transaction,0
549.7,Vendor_6,HR,2023-04-13,1004,Regular business transaction,0
1268.08,Vendor_11,HR,2023-02-21,1038,Regular business transaction,0
994.26,Vendor_4,Legal,2023-03-30,1068,Regular business transaction,0
1352.5,Vendor_15,Admin,2023-12-18,1083,Regular business transaction,0
979.74,Vendor_15,Finance,2023-02-20,1004,Regular business transaction,0
975.57,Vendor_16,Marketing,2023-10-23,1046,Regular business transaction,0
842.59,Vendor_16,Marketing,2023-09-05,1017,Regular business transaction,0
334.08,Vendor_10,Marketing,2023-12-28,1090,Regular business transaction,0
547.45,Vendor_1,IT,2023-03-18,1010,Regular business transaction,0
1015.25,Vendor_9,IT,2023-11-13,1009,Regular business transaction,0
1183.4,Vendor_7,HR,2023-02-26,1082,Regular business transaction,0
1014.39,Vendor_2,Finance,2023-06-18,1081,Regular business transaction,0
887.3,Vendor_6,Marketing,2023-12-10,1022,Regular business transaction,0
977.66,Vendor_12,Finance,2023-08-18,1074,Regular business transaction,0
948.5,Vendor_1,Sales,2023-11-08,1021,Regular business transaction,0
1560.46,Vendor_12,Legal,2023-07-28,1040,Regular business transaction,0
1045.72,Vendor_18,Admin,2023-01-27,1039,Regular business transaction,0
1553.99,Vendor_12,Finance,2023-07-07,1049,Regular business transaction,0
643.44,Vendor_1,Admin,2023-09-03,1092,Regular business transaction,0
820.83,Vendor_5,HR,2023-04-21,1050,Regular business transaction,0
461.22,Vendor_19,Marketing,2023-07-27,1091,Regular business transaction,0
692.57,Vendor_15,Sales,2023-02-19,1040,Regular business transaction,0
1112.83,Vendor_12,Admin,2023-04-21,1095,Regular business transaction,0
1036.23,Vendor_1,Sales,2023-02-28,1098,Regular business transaction,0
1021.8,Vendor_20,Legal,2023-12-15,1051,Regular business transaction,0
1136.23,Vendor_2,Sales,2023-04-18,1086,Regular business transaction,0
627.39,Vendor_12,Legal,2023-11-12,1063,Regular business transaction,0
827.73,Vendor_8,Sales,2023-12-28,1092,Regular business transaction,0
1149.99,Vendor_20,Marketing,2023-02-15,1072,Regular business transaction,0
1088.1,Vendor_6,Marketing,2023-05-30,1036,Regular business transaction,0
784.22,Vendor_20,HR,2023-12-13,1036,Regular business transaction,0
824.98,Vendor_9,Admin,2023-01-20,1056,Regular business transaction,0
729.33,Vendor_18,HR,2023-04-26,1027,Regular business transaction,0
822.71,Vendor_4,IT,2023-10-06,1005,Regular business transaction,0
788.14,Vendor_13,Legal,2023-07-17,1052,Regular business transaction,0
865.91,Vendor_20,Legal,2023-06-03,1036,Regular business transaction,0
563.19,Vendor_15,Sales,2023-03-29,1033,Regular business transaction,0
1251.93,Vendor_7,Sales,2023-03-24,1093,Regular business transaction,0
925.85,Vendor_7,HR,2023-07-05,1021,Regular business transaction,0
785.74,Vendor_18,Legal,2023-04-16,1036,Regular business transaction,0
1588.69,Vendor_5,Admin,2023-09-10,1034,Regular business transaction,0
552.58,Vendor_13,HR,2023-09-13,1079,Regular business transaction,0
1120.9,Vendor_2,HR,2023-10-29,1028,Regular business transaction,0
120.31,Vendor_5,Legal,2023-12-04,1082,Regular business transaction,0
1208.86,Vendor_7,IT,2023-10-10,1062,Regular business transaction,0
1209.22,Vendor_14,Marketing,2023-02-27,1038,Regular business transaction,0
922.74,Vendor_20,Legal,2023-03-24,1008,Regular business transaction,0
1323.2,Vendor_12,Marketing,2023-10-11,1058,Regular business transaction,0
1088.15,Vendor_16,Finance,2023-07-09,1098,Regular business transaction,0
783.46,Vendor_10,HR,2023-12-20,1031,Regular business transaction,0
1334.74,Vendor_1,Sales,2023-09-22,1099,Regular business transaction,0
945.27,Vendor_9,Admin,2023-10-19,1078,Regular business transaction,0
1429.07,Vendor_7,Marketing,2023-04-09,1095,Regular business transaction,0
895.57,Vendor_18,Legal,2023-06-12,1054,Regular business transaction,0
787.22,Vendor_14,IT,2023-10-31,1083,Regular business transaction,0
960.0,Vendor_14,IT,2023-09-10,1066,Regular business transaction,0
934.39,Vendor_11,HR,2023-09-12,1042,Regular business transaction,0
839.6,Vendor_12,HR,2023-02-12,1003,Regular business transaction,0
563.99,Vendor_11,HR,2023-12-17,1081,Regular business transaction,0
898.59,Vendor_19,Marketing,2023-03-28,1034,Regular business transaction,0
1181.37,Vendor_4,Admin,2023-04-22,1086,Regular business transaction,0
610.42,Vendor_20,Marketing,2023-11-17,1094,Regular business transaction,0
974.03,Vendor_20,Marketing,2023-01-18,1040,Regular business transaction,0
839.79,Vendor_16,IT,2023-07-16,1013,Regular business transaction,0
860.66,Vendor_17,Marketing,2023-03-12,1057,Regular business transaction,0
1096.2,Vendor_16,Sales,2023-06-12,1022,Regular business transaction,0
894.04,Vendor_1,Finance,2023-06-29,1023,Regular business transaction,0
588.74,Vendor_16,Finance,2023-11-26,1046,Regular business transaction,0
737.74,Vendor_17,HR,2023-05-16,1051,Regular business transaction,0
985.84,Vendor_9,Finance,2023-07-11,1064,Regular business transaction,0
850.9,Vendor_18,HR,2023-10-31,1016,Regular business transaction,0
1281.89,Vendor_7,Admin,2023-03-01,1087,Regular business transaction,0
1279.09,Vendor_8,Legal,2023-01-10,1010,Regular business transaction,0
631.2,Vendor_20,Admin,2023-05-21,1095,Regular business transaction,0
248.36,Vendor_9,Admin,2023-03-11,1016,Regular business transaction,0
1547.8,Vendor_6,Sales,2023-07-21,1008,Regular business transaction,0
975.33,Vendor_10,Legal,2023-02-17,1073,Regular business transaction,0
908.6,Vendor_9,IT,2023-03-18,1097,Regular business transaction,0
1059.44,Vendor_3,Finance,2023-08-03,1094,Regular business transaction,0
937.23,Vendor_10,HR,2023-08-05,1015,Regular business transaction,0
287.68,Vendor_14,Sales,2023-10-20,1032,Regular business transaction,0
1017.56,Vendor_1,HR,2023-09-26,1023,Regular business transaction,0
739.34,Vendor_10,Admin,2023-08-13,1059,Regular business transaction,0
967.17,Vendor_7,Sales,2023-02-20,1026,Regular business transaction,0
663.73,Vendor_8,HR,2023-06-23,1005,Regular business transaction,0
824.69,Vendor_8,Admin,2023-11-26,1083,Regular business transaction,0
947.5,Vendor_19,HR,2023-08-24,1074,Regular business transaction,0
568.86,Vendor_13,Admin,2023-10-04,1022,Regular business transaction,0
1357.98,Vendor_10,IT,2023-09-04,1046,Regular business transaction,0
1198.84,Vendor_11,IT,2023-02-22,1096,Regular business transaction,0
999.34,Vendor_11,Sales,2023-07-14,1053,Regular business transaction,0
958.21,Vendor_19,IT,2023-09-07,1086,Regular business transaction,0
652.99,Vendor_16,IT,2023-11-11,1003,Regular business transaction,0
1370.21,Vendor_11,Marketing,2023-04-23,1023,Regular business transaction,0
1579.95,Vendor_6,Sales,2023-03-02,1079,Regular business transaction,0
678.76,Vendor_18,Marketing,2023-05-20,1097,Regular business transaction,0
654.33,Vendor_18,Admin,2023-05-21,1069,Regular business transaction,0
1162.05,Vendor_10,IT,2023-08-26,1033,Regular business transaction,0
1149.33,Vendor_10,Legal,2023-02-21,1043,Regular business transaction,0
740.3,Vendor_13,Finance,2023-08-10,1064,Regular business transaction,0
1428.62,Vendor_7,Marketing,2023-03-06,1029,Regular business transaction,0
1571.11,Vendor_14,HR,2023-07-26,1076,Regular business transaction,0
653.42,Vendor_19,Sales,2023-08-11,1065,Regular business transaction,0
803.24,Vendor_10,Sales,2023-12-09,1061,Regular business transaction,0
980.37,Vendor_3,Admin,2023-01-04,1094,Regular business transaction,0
1027.05,Vendor_11,Finance,2023-05-25,1078,Regular business transaction,0
1213.62,Vendor_18,Legal,2023-07-30,1066,Regular business transaction,0
459.79,Vendor_1,HR,2023-07-23,1005,Regular business transaction,0
733.81,Vendor_19,Finance,2023-11-03,1086,Regular business transaction,0
620.97,Vendor_4,Admin,2023-03-20,1061,Regular business transaction,0
747.67,Vendor_17,Finance,2023-05-21,1024,Regular business transaction,0
1220.06,Vendor_5,Sales,2023-06-28,1092,Regular business transaction,0
819.06,Vendor_13,Finance,2023-02-10,1031,Regular business transaction,0
1012.59,Vendor_7,Legal,2023-02-25,1084,Regular business transaction,0
495.15,Vendor_19,Admin,2023-05-16,1086,Regular business transaction,0
653.77,Vendor_9,IT,2023-03-15,1038,Regular business transaction,0
685.7,Vendor_15,IT,2023-08-05,1042,Regular business transaction,0
1114.91,Vendor_12,Finance,2023-11-01,1025,Regular business transaction,0
1248.94,Vendor_19,Sales,2023-05-13,1082,Regular business transaction,0
1100.82,Vendor_11,Marketing,2023-04-19,1064,Regular business transaction,0
909.68,Vendor_2,Finance,2023-02-12,1003,Regular business transaction,0
814.52,Vendor_17,IT,2023-03-14,1025,Regular business transaction,0
1310.65,Vendor_16,HR,2023-03-06,1090,Regular business transaction,0
703.42,Vendor_2,Admin,2023-09-12,1071,Regular business transaction,0
1292.57,Vendor_8,IT,2023-11-05,1091,Regular business transaction,0
1225.64,Vendor_12,IT,2023-09-06,1099,Regular business transaction,0
838.14,Vendor_18,HR,2023-05-08,1074,Regular business transaction,0
959.49,Vendor_8,Finance,2023-10-10,1046,Regular business transaction,0
1246.17,Vendor_7,HR,2023-01-05,1091,Regular business transaction,0
853.25,Vendor_9,HR,2023-11-10,1006,Regular business transaction,0
854.57,Vendor_11,Finance,2023-07-18,1075,Regular business transaction,0
510.4,Vendor_11,Admin,2023-01-13,1098,Regular business transaction,0
963.94,Vendor_18,Legal,2023-12-31,1079,Regular business transaction,0
870.74,Vendor_18,HR,2023-09-16,1085,Regular business transaction,0
445.8,Vendor_12,Finance,2023-07-22,1026,Regular business transaction,0
1207.42,Vendor_20,Admin,2023-02-19,1026,Regular business transaction,0
981.51,Vendor_4,Sales,2023-10-02,1062,Regular business transaction,0
714.13,Vendor_11,HR,2023-09-22,1044,Regular business transaction,0
1573.78,Vendor_15,Sales,2023-06-09,1029,Regular business transaction,0
986.42,Vendor_14,Legal,2023-01-13,1072,Regular business transaction,0
935.48,Vendor_16,Marketing,2023-04-04,1069,Regular business transaction,0
677.49,Vendor_13,IT,2023-08-25,1077,Regular business transaction,0
708.45,Vendor_11,Marketing,2023-01-20,1013,Regular business transaction,0
722.32,Vendor_8,Finance,2023-06-22,1056,Regular business transaction,0
1018.91,Vendor_17,Sales,2023-04-20,1056,Regular business transaction,0
982.29,Vendor_2,Admin,2023-06-29,1005,Regular business transaction,0
1232.32,Vendor_2,Finance,2023-05-23,1067,Regular business transaction,0
768.68,Vendor_20,Finance,2023-09-11,1011,Regular business transaction,0
751.86,Vendor_3,Sales,2023-09-10,1062,Regular business transaction,0
185.2,Vendor_11,IT,2023-02-27,1076,Regular business transaction,0
425.01,Vendor_6,Marketing,2023-12-11,1052,Regular business transaction,0
331.8,Vendor_3,HR,2023-07-12,1011,Regular business transaction,0
1527.69,Vendor_5,HR,2023-05-01,1006,Regular business transaction,0
1231.43,Vendor_9,Admin,2023-06-30,1019,Regular business transaction,0
1107.82,Vendor_20,Marketing,2023-03-22,1034,Regular business transaction,0
724.33,Vendor_20,Sales,2023-09-15,1041,Regular business transaction,0
861.41,Vendor_20,Finance,2023-05-03,1061,Regular business transaction,0
1244.09,Vendor_8,Admin,2023-09-13,1097,Regular business transaction,0
1104.5,Vendor_11,IT,2023-06-28,1077,Regular business transaction,0
839.57,Vendor_10,HR,2023-07-14,1007,Regular business transaction,0
667.77,Vendor_19,Marketing,2023-06-06,1061,Regular business transaction,0
947.11,Vendor_19,Marketing,2023-03-04,1022,Regular business transaction,0
567.85,Vendor_17,Marketing,2023-07-07,1039,Regular business transaction,0
951.09,Vendor_18,Admin,2023-06-03,1035,Regular business transaction,0
592.74,Vendor_3,Legal,2023-09-08,1001,Regular business transaction,0
1298.79,Vendor_7,HR,2023-05-01,1026,Regular business transaction,0
1238.64,Vendor_1,Legal,2023-04-21,1056,Regular business transaction,0
1243.55,Vendor_10,Sales,2023-06-05,1018,Regular business transaction,0
976.63,Vendor_2,Marketing,2023-02-13,1096,Regular business transaction,0
1132.94,Vendor_8,HR,2023-06-14,1086,Regular business transaction,0
601.2,Vendor_19,Legal,2023-09-29,1092,Regular business transaction,0
776.32,Vendor_10,IT,2023-05-25,1061,Regular business transaction,0
1285.28,Vendor_14,Finance,2023-04-17,1026,Regular business transaction,0
1000.92,Vendor_15,Marketing,2023-01-05,1050,Regular business transaction,0
936.07,Vendor_12,Admin,2023-05-09,1011,Regular business transaction,0
539.53,Vendor_19,Legal,2023-10-23,1019,Regular business transaction,0
1128.11,Vendor_18,IT,2023-09-03,1001,Regular business transaction,0
1122.1,Vendor_18,Finance,2023-10-24,1077,Regular business transaction,0
1276.61,Vendor_1,IT,2023-08-11,1044,Regular business transaction,0
936.06,Vendor_13,IT,2023-03-24,1066,Regular business transaction,0
1077.74,Vendor_9,Admin,2023-05-05,1046,Regular business transaction,0
1232.4,Vendor_5,Sales,2023-10-02,1077,Regular business transaction,0
604.03,Vendor_14,Legal,2023-03-27,1080,Regular business transaction,0
1111.07,Vendor_11,Finance,2023-07-12,1019,Regular business transaction,0
571.67,Vendor_7,IT,2023-09-01,1075,Regular business transaction,0
1303.35,Vendor_15,Admin,2023-12-03,1031,Regular business transaction,0
965.73,Vendor_9,Marketing,2023-10-21,1095,Regular business transaction,0
1241.35,Vendor_17,Admin,2023-08-14,1023,Regular business transaction,0
709.25,Vendor_16,Marketing,2023-12-10,1036,Regular business transaction,0
1205.6,Vendor_1,HR,2023-12-14,1050,Regular business transaction,0
321.75,Vendor_5,Sales,2023-03-14,1030,Regular business transaction,0
1007.19,Vendor_17,Marketing,2023-01-29,1048,Regular business transaction,0
989.59,Vendor_16,HR,2023-05-07,1009,Regular business transaction,0
1208.86,Vendor_10,Finance,2023-09-08,1021,Regular business transaction,0
354.19,Vendor_12,Marketing,2023-06-05,1092,Regular business transaction,0
393.83,Vendor_13,Marketing,2023-01-23,1023,Regular business transaction,0
1024.08,Vendor_5,Marketing,2023-08-17,1028,Regular business transaction,0
1238.06,Vendor_8,IT,2023-02-27,1044,Regular business transaction,0
1481.52,Vendor_13,IT,2023-03-08,1045,Regular business transaction,0
1256.0,Vendor_3,Admin,2023-07-02,1007,Regular business transaction,0
1110.63,Vendor_6,Finance,2023-03-22,1091,Regular business transaction,0
617.4,Vendor_5,Sales,2023-05-20,1058,Regular business transaction,0
519.29,Vendor_3,HR,2023-06-28,1089,Regular business transaction,0
951.54,Vendor_9,HR,2023-11-24,1067,Regular business transaction,0
281.84,Vendor_2,Legal,2023-04-07,1053,Regular business transaction,0
1329.48,Vendor_16,Marketing,2023-12-07,1069,Regular business transaction,0
687.14,Vendor_17,Marketing,2023-07-06,1013,Regular business transaction,0
911.23,Vendor_17,Finance,2023-02-13,1091,Regular business transaction,0
1387.23,Vendor_1,Sales,2023-07-13,1057,Regular business transaction,0
1109.23,Vendor_20,Marketing,2023-10-25,1006,Regular business transaction,0
1259.06,Vendor_7,Marketing,2023-01-14,1065,Regular business transaction,0
728.54,Vendor_5,Marketing,2023-05-08,1089,Regular business transaction,0
1109.68,Vendor_12,Marketing,2023-04-03,1062,Regular business transaction,0
864.87,Vendor_16,Sales,2023-07-14,1029,Regular business transaction,0
991.32,Vendor_1,Finance,2023-03-03,1021,Regular business transaction,0
1351.8,Vendor_3,Legal,2023-04-19,1067,Regular business transaction,0
