amount,vendor,account,posting_date,user_id,description,label
1015.17,Vendor_2,Sales,2023-03-29,1072,Regular business transaction,0
1149.99,Vendor_19,Marketing,2023-02-28,1094,Regular business transaction,0
1175.92,Vendor_5,IT,2023-02-14,1038,Regular business transaction,0
1086.58,Vendor_11,Finance,2023-01-01,1055,Regular business transaction,0
1365.14,Vendor_7,Sales,2023-07-14,1046,Regular business transaction,0
873.31,Vendor_9,Marketing,2023-11-19,1058,Regular business transaction,0
1127.52,Vendor_11,Legal,2023-06-11,1032,Regular business transaction,0
1099.68,Vendor_14,Finance,2023-01-04,1079,Regular business transaction,0
846.5,Vendor_10,HR,2023-06-26,1076,Regular business transaction,0
1215.3,Vendor_19,Admin,2023-01-23,1067,Regular business transaction,0
806.37,Vendor_19,Admin,2023-08-20,1071,Regular business transaction,0
597.68,Vendor_10,IT,2023-07-01,1085,Regular business transaction,0
945.82,Vendor_12,HR,2023-09-22,1037,Regular business transaction,0
908.6,Vendor_9,HR,2023-09-08,1054,Regular business transaction,0
1368.87,Vendor_9,Marketing,2023-03-20,1009,Regular business transaction,0
923.84,Vendor_5,Admin,2023-04-25,1059,Regular business transaction,0
1272.07,Vendor_7,Sales,2023-09-10,1096,Regular business transaction,0
1319.19,Vendor_4,HR,2023-07-01,1022,Regular business transaction,0
1187.77,Vendor_2,Finance,2023-06-21,1086,Regular business transaction,0
827.18,Vendor_16,Legal,2023-01-01,1010,Regular business transaction,0
957.41,Vendor_8,Admin,2023-03-21,1059,Regular business transaction,0
1143.98,Vendor_1,IT,2023-04-08,1046,Regular business transaction,0
1413.98,Vendor_4,Admin,2023-11-18,1003,Regular business transaction,0
983.63,Vendor_11,Finance,2023-07-28,1007,Regular business transaction,0
670.86,Vendor_16,Marketing,2023-09-17,1074,Regular business transaction,0
841.54,Vendor_3,Admin,2023-01-08,1052,Regular business transaction,0
1261.25,Vendor_6,Sales,2023-10-09,1037,Regular business transaction,0
947.44,Vendor_8,Legal,2023-11-27,1024,Regular business transaction,0
976.0,Vendor_3,HR,2023-07-28,1099,Regular business transaction,0
1502.17,Vendor_13,Sales,2023-06-05,1040,Regular business transaction,0
931.46,Vendor_20,Marketing,2023-03-19,1049,Regular business transaction,0
1008.61,Vendor_5,Sales,2023-09-17,1012,Regular business transaction,0
1479.96,Vendor_15,Admin,2023-05-02,1057,Regular business transaction,0
1176.75,Vendor_4,Marketing,2023-06-28,1015,Regular business transaction,0
974.39,Vendor_13,Finance,2023-04-01,1053,Regular business transaction,0
666.34,Vendor_3,Marketing,2023-10-05,1037,Regular business transaction,0
405.53,Vendor_9,Admin,2023-02-14,1029,Regular business transaction,0
1909.31,Vendor_12,Finance,2023-04-27,1054,Regular business transaction,0
902.44,Vendor_17,Finance,2023-01-20,1040,Regular business transaction,0
1207.62,Vendor_6,Admin,2023-08-23,1077,Regular business transaction,0
795.66,Vendor_5,HR,2023-07-05,1015,Regular business transaction,0
410.2,Vendor_6,Admin,2023-07-02,1054,Regular business transaction,0
1074.6,Vendor_17,Legal,2023-10-13,1002,Regular business transaction,0
1290.74,Vendor_1,Legal,2023-01-06,1071,Regular business transaction,0
1090.87,Vendor_10,Marketing,2023-09-21,1048,Regular business transaction,0
1255.12,Vendor_8,HR,2023-01-18,1067,Regular business transaction,0
903.94,Vendor_6,Admin,2023-11-18,1031,Regular business transaction,0
974.53,Vendor_6,HR,2023-04-02,1089,Regular business transaction,0
1077.29,Vendor_10,Admin,2023-08-04,1086,Regular business transaction,0
994.89,Vendor_18,HR,2023-07-05,1054,Regular business transaction,0
1115.73,Vendor_9,HR,2023-02-11,1046,Regular business transaction,0
976.88,Vendor_18,IT,2023-04-05,1073,Regular business transaction,0
1456.62,Vendor_6,Sales,2023-06-11,1093,Regular business transaction,0
865.67,Vendor_3,HR,2023-09-30,1085,Regular business transaction,0
1197.81,Vendor_1,Marketing,2023-03-11,1021,Regular business transaction,0
1005.02,Vendor_20,Legal,2023-01-11,1031,Regular business transaction,0
1485.17,Vendor_9,Finance,2023-08-30,1041,Regular business transaction,0
1020.39,Vendor_2,Sales,2023-01-28,1048,Regular business transaction,0
1038.15,Vendor_10,Sales,2023-12-28,1042,Regular business transaction,0
705.5,Vendor_2,Legal,2023-07-24,1077,Regular business transaction,0
899.57,Vendor_13,IT,2023-02-13,1022,Regular business transaction,0
858.53,Vendor_12,Sales,2023-07-18,1010,Regular business transaction,0
1302.32,Vendor_9,IT,2023-07-19,1038,Regular business transaction,0
742.77,Vendor_13,IT,2023-07-10,1072,Regular business transaction,0
1174.78,Vendor_17,Finance,2023-08-08,1096,Regular business transaction,0
1660.24,Vendor_8,Marketing,2023-12-18,1016,Regular business transaction,0
768.85,Vendor_17,Sales,2023-04-02,1097,Regular business transaction,0
878.41,Vendor_14,HR,2023-03-29,1088,Regular business transaction,0
1370.34,Vendor_5,Marketing,2023-04-02,1024,Regular business transaction,0
